time,open,high,low,close,volume
2024-06-21 00:00:00+00:00,2360.728,2368.558,2316.588,2321.755,52.109574
2024-06-23 00:00:00+00:00,2322.775,2322.775,2317.575,2319.085,0.99617
2024-06-24 00:00:00+00:00,2318.995,2334.595,2317.818,2330.755,50.11206
2024-06-25 00:00:00+00:00,2330.815,2337.018,2315.405,2319.898,54.351625
2024-06-26 00:00:00+00:00,2319.845,2323.738,2293.464,2298.258,53.33399
2024-06-27 00:00:00+00:00,2298.288,2330.825,2296.425,2327.588,50.64962
2024-06-28 00:00:00+00:00,2327.618,2339.635,2318.905,2326.275,52.46118
2024-06-30 00:00:00+00:00,2326.315,2326.775,2322.505,2324.825,1.04375
2024-07-01 00:00:00+00:00,2324.815,2338.388,2318.395,2332.138,47.37399
2024-07-02 00:00:00+00:00,2332.095,2336.668,2318.945,2330.138,47.0182
2024-07-03 00:00:00+00:00,2330.115,2364.795,2326.685,2358.675,48.80899
2024-07-04 00:00:00+00:00,2358.725,2362.385,2350.364,2356.655,25.97143
2024-07-05 00:00:00+00:00,2356.655,2392.815,2347.515,2390.705,52.92526
2024-07-07 00:00:00+00:00,2385.498,2390.008,2384.625,2385.938,1.70114
2024-07-08 00:00:00+00:00,2385.915,2390.935,2350.915,2361.655,49.65465
2024-07-09 00:00:00+00:00,2361.645,2371.358,2349.455,2364.918,44.306802
2024-07-10 00:00:00+00:00,2364.828,2386.548,2363.168,2372.694,42.388083
2024-07-11 00:00:00+00:00,2372.708,2424.395,2371.375,2415.875,70.43156
2024-07-12 00:00:00+00:00,2415.875,2418.128,2391.325,2410.534,52.562044
2024-07-14 00:00:00+00:00,2412.455,2414.855,2405.525,2408.545,1.44533
2024-07-15 00:00:00+00:00,2408.575,2439.628,2401.225,2422.435,57.082245
2024-07-16 00:00:00+00:00,2422.435,2469.865,2419.835,2468.175,63.7728
2024-07-17 00:00:00+00:00,2468.148,2483.548,2451.425,2461.215,69.013194
2024-07-18 00:00:00+00:00,2461.215,2474.805,2440.195,2441.148,59.990619
2024-07-19 00:00:00+00:00,2441.148,2441.218,2393.675,2400.485,53.30982
2024-07-21 00:00:00+00:00,2401.298,2411.815,2400.875,2411.435,2.41754
2024-07-22 00:00:00+00:00,2411.435,2412.035,2383.715,2395.565,53.137415
2024-07-23 00:00:00+00:00,2395.555,2411.908,2388.135,2408.408,63.22082
2024-07-24 00:00:00+00:00,2408.408,2431.945,2392.895,2398.595,59.68516
2024-07-25 00:00:00+00:00,2398.645,2399.935,2353.005,2363.635,75.29794
2024-07-26 00:00:00+00:00,2363.685,2390.655,2355.728,2386.765,45.85097
2024-07-28 00:00:00+00:00,2387.645,2402.995,2387.115,2396.875,2.92847
2024-07-29 00:00:00+00:00,2396.935,2402.395,2369.518,2380.988,53.30301
2024-07-30 00:00:00+00:00,2381.095,2412.705,2376.358,2409.675,58.82314
2024-07-31 00:00:00+00:00,2409.715,2450.848,2403.765,2445.638,66.33636
2024-08-01 00:00:00+00:00,2445.615,2462.125,2430.075,2445.705,84.67887
2024-08-02 00:00:00+00:00,2445.705,2477.494,2410.664,2443.055,83.55421
2024-08-04 00:00:00+00:00,2443.975,2447.345,2437.574,2440.865,4.75568
2024-08-05 00:00:00+00:00,2440.865,2458.655,2364.164,2404.675,121.351275
2024-08-06 00:00:00+00:00,2404.695,2418.215,2381.515,2383.748,82.42786
2024-08-07 00:00:00+00:00,2383.735,2406.858,2378.868,2384.685,96.089372
2024-08-08 00:00:00+00:00,2384.715,2427.848,2383.085,2424.445,72.03719
2024-08-09 00:00:00+00:00,2424.485,2436.884,2416.815,2430.925,58.787215
2024-08-11 00:00:00+00:00,2430.298,2433.305,2426.835,2427.765,1.2215
2024-08-12 00:00:00+00:00,2427.835,2475.855,2423.695,2475.425,53.852195
2024-08-13 00:00:00+00:00,2475.445,2476.845,2458.365,2463.975,55.26319
2024-08-14 00:00:00+00:00,2463.985,2479.715,2438.0,2449.295,54.956616
2024-08-15 00:00:00+00:00,2449.315,2469.945,2432.015,2457.195,59.063466
2024-08-16 00:00:00+00:00,2457.225,2509.638,2450.565,2506.844,60.440394
2024-08-18 00:00:00+00:00,2508.298,2509.998,2502.148,2506.305,2.30115
2024-08-19 00:00:00+00:00,2506.325,2507.345,2485.515,2503.515,57.75026
2024-08-20 00:00:00+00:00,2503.615,2531.558,2497.235,2512.795,68.92129
2024-08-21 00:00:00+00:00,2512.795,2519.795,2493.698,2512.585,50.47493
2024-08-22 00:00:00+00:00,2512.635,2514.545,2470.705,2487.475,51.132614
2024-08-23 00:00:00+00:00,2487.475,2518.195,2486.355,2512.235,61.692254
2024-08-25 00:00:00+00:00,2511.275,2516.585,2510.105,2515.785,2.15533
2024-08-26 00:00:00+00:00,2515.795,2526.708,2508.585,2515.335,66.49815
2024-08-27 00:00:00+00:00,2515.355,2528.888,2503.325,2525.178,59.84549
2024-08-28 00:00:00+00:00,2525.155,2525.725,2493.515,2508.094,56.075542
2024-08-29 00:00:00+00:00,2508.094,2528.558,2503.515,2519.435,52.111624
2024-08-30 00:00:00+00:00,2519.455,2526.725,2494.048,2502.925,49.710874
2024-09-01 00:00:00+00:00,2502.435,2504.545,2501.195,2502.885,1.05584
2024-09-02 00:00:00+00:00,2502.875,2507.125,2489.915,2497.175,27.238626
2024-09-03 00:00:00+00:00,2497.155,2506.165,2473.245,2493.155,49.193215
2024-09-04 00:00:00+00:00,2493.115,2500.145,2471.718,2495.695,55.48189
2024-09-05 00:00:00+00:00,2495.768,2523.448,2493.665,2517.125,51.457092
2024-09-06 00:00:00+00:00,2517.155,2529.125,2485.015,2497.035,61.94204
2024-09-08 00:00:00+00:00,2497.098,2498.124,2495.415,2496.745,1.46044
2024-09-09 00:00:00+00:00,2496.775,2507.515,2485.405,2506.625,56.52128
2024-09-10 00:00:00+00:00,2506.665,2518.688,2500.024,2518.555,49.589062
2024-09-11 00:00:00+00:00,2518.498,2528.885,2500.825,2511.778,74.557645
2024-09-12 00:00:00+00:00,2511.775,2559.978,2510.885,2558.344,65.42997
